"product_key","product_name","brand","subcategory","category","order_count","units_sold","revenue_usd","cost_usd","profit_usd","profit_margin"
"479","Proseware LCD20 M200 White","Proseware","Monitors","Computers","11","37","9583.00","4407.07","5175.93","0.5401"
"480","Proseware LCD20W M230 White","Proseware","Monitors","Computers","18","59","16461.00","7569.70","8891.30","0.5401"
"481","Proseware LCD19 E1000 White","Proseware","Monitors","Computers","25","76","10564.00","4857.92","5706.08","0.5401"
"482","Proseware LCD19W M100 White","Proseware","Monitors","Computers","21","73","13067.00","6009.36","7057.64","0.5401"
"483","Proseware LCD17 E200 White","Proseware","Monitors","Computers","22","66","6534.00","3331.02","3202.98","0.4902"
"484","Proseware LCD17W E202 White","Proseware","Monitors","Computers","16","45","5805.00","2959.65","2845.35","0.4902"
"485","Proseware LCD15 E103 White","Proseware","Monitors","Computers","16","60","5940.00","3028.20","2911.80","0.4902"
"486","Proseware CRT19 E201 White","Proseware","Monitors","Computers","20","59","4071.00","2075.62","1995.38","0.4901"
"487","Proseware CRT17 E104 White","Proseware","Monitors","Computers","19","64","3776.00","1925.12","1850.88","0.4902"
"488","Proseware CRT15 E10 White","Proseware","Monitors","Computers","16","48","2352.00","1199.04","1152.96","0.4902"
"489","Adventure Works LCD24 X300 Black","Adventure Works","Monitors","Computers","20","46","37674.00","12482.10","25191.90","0.6687"
"490","Adventure Works LCD24W X300 Black","Adventure Works","Monitors","Computers","22","44","38236.00","12668.48","25567.52","0.6687"
"491","Adventure Works LCD22 M200 Black","Adventure Works","Monitors","Computers","25","70","43330.00","14356.30","28973.70","0.6687"
"492","Adventure Works LCD22W M200 Black","Adventure Works","Monitors","Computers","16","48","32592.00","10798.56","21793.44","0.6687"
"493","Adventure Works LCD20 M210 Black","Adventure Works","Monitors","Computers","18","63","16317.00","7503.93","8813.07","0.5401"
"494","Adventure Works LCD20W M240 Black","Adventure Works","Monitors","Computers","15","52","14508.00","6671.60","7836.40","0.5401"
"495","Adventure Works LCD19 E108 Black","Adventure Works","Monitors","Computers","20","70","9730.00","4960.90","4769.10","0.4901"
"496","Adventure Works LCD19W M100 Black","Adventure Works","Monitors","Computers","17","47","8413.00","3869.04","4543.96","0.5401"
"497","Adventure Works LCD17 E200 Black","Adventure Works","Monitors","Computers","14","42","4158.00","2119.74","2038.26","0.4902"
"498","Adventure Works LCD17W E203 Black","Adventure Works","Monitors","Computers","19","46","5934.00","3025.42","2908.58","0.4902"
"499","Adventure Works LCD15 E100 Black","Adventure Works","Monitors","Computers","18","49","4851.00","2473.03","2377.97","0.4902"
"500","Adventure Works CRT19 E10 Black","Adventure Works","Monitors","Computers","16","68","4692.00","1554.48","3137.52","0.6687"
"501","Adventure Works CRT17 E105 Black","Adventure Works","Monitors","Computers","10","33","1947.00","992.64","954.36","0.4902"
"502","Adventure Works CRT15 E101 Black","Adventure Works","Monitors","Computers","16","45","4050.00","1341.90","2708.10","0.6687"
"503","Adventure Works LCD24 X300 White","Adventure Works","Monitors","Computers","17","51","41769.00","13838.85","27930.15","0.6687"
"504","Adventure Works LCD24W X300 White","Adventure Works","Monitors","Computers","16","45","39105.00","12956.40","26148.60","0.6687"
"505","Adventure Works LCD22 M200 White","Adventure Works","Monitors","Computers","23","68","42092.00","13946.12","28145.88","0.6687"
"506","Adventure Works LCD22W M200 White","Adventure Works","Monitors","Computers","22","67","45493.00","15072.99","30420.01","0.6687"
"507","Adventure Works LCD20 M210 White","Adventure Works","Monitors","Computers","19","51","13209.00","6074.61","7134.39","0.5401"
"508","Adventure Works LCD20W M240 White","Adventure Works","Monitors","Computers","21","60","16740.00","7698.00","9042.00","0.5401"
"509","Adventure Works LCD19 E108 White","Adventure Works","Monitors","Computers","18","46","6394.00","3260.02","3133.98","0.4901"
"510","Adventure Works LCD19W M100 White","Adventure Works","Monitors","Computers","21","55","9845.00","4527.60","5317.40","0.5401"
"511","Adventure Works LCD17 E200 White","Adventure Works","Monitors","Computers","19","50","4950.00","2523.50","2426.50","0.4902"
"512","Adventure Works LCD17W E203 White","Adventure Works","Monitors","Computers","17","40","5160.00","2630.80","2529.20","0.4902"
"513","Adventure Works LCD15 E100 White","Adventure Works","Monitors","Computers","21","61","6039.00","3078.67","2960.33","0.4902"
"514","Adventure Works CRT19 E10 White","Adventure Works","Monitors","Computers","15","41","2829.00","937.26","1891.74","0.6687"
"515","Adventure Works CRT17 E105 White","Adventure Works","Monitors","Computers","22","75","4425.00","2256.00","2169.00","0.4902"
"516","Adventure Works CRT15 E101 White","Adventure Works","Monitors","Computers","20","54","4860.00","1610.28","3249.72","0.6687"
"517","WWI LCD24 X300 Black","Wide World Importers","Monitors","Computers","12","52","42588.00","14110.20","28477.80","0.6687"
"518","WWI LCD24W X300 Black","Wide World Importers","Monitors","Computers","26","108","93852.00","31095.36","62756.64","0.6687"
"519","WWI LCD22 M2002 Black","Wide World Importers","Monitors","Computers","17","83","51377.00","17022.47","34354.53","0.6687"
"520","WWI LCD22W M2003 Black","Wide World Importers","Monitors","Computers","20","59","40061.00","13273.23","26787.77","0.6687"
"521","WWI LCD20 M220 Black","Wide World Importers","Monitors","Computers","28","91","23569.00","10839.01","12729.99","0.5401"
"522","WWI LCD20W M250 Black","Wide World Importers","Monitors","Computers","23","72","20088.00","9237.60","10850.40","0.5401"
"523","WWI LCD19 E107 Black","Wide World Importers","Monitors","Computers","22","61","8479.00","4323.07","4155.93","0.4901"
"524","WWI LCD19W M100 Black","Wide World Importers","Monitors","Computers","17","55","9845.00","4527.60","5317.40","0.5401"
"525","WWI LCD17 E200 Black","Wide World Importers","Monitors","Computers","15","47","4653.00","2372.09","2280.91","0.4902"
"526","WWI LCD17W E200 Black","Wide World Importers","Monitors","Computers","17","65","8385.00","4275.05","4109.95","0.4902"
"527","WWI CRT17 E106 Black","Wide World Importers","Monitors","Computers","14","33","3267.00","1665.51","1601.49","0.4902"
"528","WWI LCD24 X300 White","Wide World Importers","Monitors","Computers","23","77","63063.00","20893.95","42169.05","0.6687"
"529","WWI LCD24W X300 White","Wide World Importers","Monitors","Computers","16","48","41712.00","13820.16","27891.84","0.6687"
"530","WWI LCD22 M2002 White","Wide World Importers","Monitors","Computers","20","70","43330.00","14356.30","28973.70","0.6687"
"531","WWI LCD22W M2003 White","Wide World Importers","Monitors","Computers","19","65","44135.00","14623.05","29511.95","0.6687"
"532","WWI LCD20 M220 White","Wide World Importers","Monitors","Computers","15","40","10360.00","4764.40","5595.60","0.5401"
"533","WWI LCD20W M250 White","Wide World Importers","Monitors","Computers","21","57","15903.00","7313.10","8589.90","0.5401"
"534","WWI LCD19 E107 White","Wide World Importers","Monitors","Computers","17","55","7645.00","3897.85","3747.15","0.4901"
"535","WWI LCD19W M100 White","Wide World Importers","Monitors","Computers","20","66","11814.00","5433.12","6380.88","0.5401"
"536","WWI LCD17 E205 White","Wide World Importers","Monitors","Computers","24","61","6039.00","3078.67","2960.33","0.4902"
"537","WWI LCD17W E200 White","Wide World Importers","Monitors","Computers","21","58","7482.00","3814.66","3667.34","0.4902"
"538","WWI CRT17 E106 White","Wide World Importers","Monitors","Computers","19","44","4356.00","2220.68","2135.32","0.4902"
"539","Proseware Projector 1080p LCD86 Black","Proseware","Projectors & Screens","Computers","17","71","162945.00","53986.98","108958.02","0.6687"
"540","Proseware Projector 1080p DLP86 Black","Proseware","Projectors & Screens","Computers","26","76","189924.00","62925.72","126998.28","0.6687"
"541","Proseware Projector 720p LCD56 Black","Proseware","Projectors & Screens","Computers","9","28","19572.00","9000.32","10571.68","0.5401"
"542","Proseware Projector 720p DLP56 Black","Proseware","Projectors & Screens","Computers","13","33","32967.00","15160.20","17806.80","0.5401"
"543","Proseware Projector 480p LCD12 Black","Proseware","Projectors & Screens","Computers","15","50","11450.00","5837.50","5612.50","0.4902"
"544","Proseware Projector 480p DLP12 Black","Proseware","Projectors & Screens","Computers","17","37","18463.00","9412.80","9050.20","0.4902"
"545","Proseware Screen 125in X1609 Black","Proseware","Projectors & Screens","Computers","22","60","27540.00","9124.80","18415.20","0.6687"
"546","Proseware Screen 113in X1609 Black","Proseware","Projectors & Screens","Computers","12","31","9269.00","3070.86","6198.14","0.6687"
"547","Proseware Screen 106in M1609 Black","Proseware","Projectors & Screens","Computers","18","80","20080.00","9234.40","10845.60","0.5401"
"548","Proseware Screen 100in M1609 Black","Proseware","Projectors & Screens","Computers","19","71","13490.00","6203.27","7286.73","0.5402"
"549","Proseware Screen 85in E1010 Black","Proseware","Projectors & Screens","Computers","13","39","5421.00","2763.93","2657.07","0.4901"
"550","Proseware Screen 80in E1010 Black","Proseware","Projectors & Screens","Computers","15","36","3924.00","2000.52","1923.48","0.4902"
"551","Proseware Projector 1080p LCD86 White","Proseware","Projectors & Screens","Computers","20","64","146880.00","48664.32","98215.68","0.6687"
"552","Proseware Projector 1080p DLP86 White","Proseware","Projectors & Screens","Computers","16","43","107457.00","35602.71","71854.29","0.6687"
"553","Proseware Projector 720p LCD56 White","Proseware","Projectors & Screens","Computers","13","43","30057.00","13821.92","16235.08","0.5401"
"554","Proseware Projector 720p DLP56 White","Proseware","Projectors & Screens","Computers","13","34","33966.00","15619.60","18346.40","0.5401"
"555","Proseware Projector 480p LCD12 White","Proseware","Projectors & Screens","Computers","12","46","10534.00","5370.50","5163.50","0.4902"
"556","Proseware Projector 480p DLP12 White","Proseware","Projectors & Screens","Computers","15","47","23453.00","11956.80","11496.20","0.4902"
"557","Proseware Screen 125in X1609 White","Proseware","Projectors & Screens","Computers","16","41","18819.00","6235.28","12583.72","0.6687"
"558","Proseware Screen 113in X1609 White","Proseware","Projectors & Screens","Computers","13","38","11362.00","3764.28","7597.72","0.6687"
"559","Proseware Screen 106in M1609 White","Proseware","Projectors & Screens","Computers","10","25","6275.00","2885.75","3389.25","0.5401"
"560","Proseware Screen 100in M1609 White","Proseware","Projectors & Screens","Computers","15","54","10260.00","4717.98","5542.02","0.5402"
"561","Proseware Screen 85in E1010 White","Proseware","Projectors & Screens","Computers","16","54","7506.00","3826.98","3679.02","0.4901"
"562","Proseware Screen 80in E1010 White","Proseware","Projectors & Screens","Computers","16","50","5450.00","2778.50","2671.50","0.4902"
"563","Proseware Projector 1080p LCD86 Silver","Proseware","Projectors & Screens","Computers","13","43","98685.00","32696.34","65988.66","0.6687"
"564","Proseware Projector 1080p DLP86 Silver","Proseware","Projectors & Screens","Computers","9","27","67473.00","22355.19","45117.81","0.6687"
"565","Proseware Projector 720p LCD56 Silver","Proseware","Projectors & Screens","Computers","14","48","33552.00","15429.12","18122.88","0.5401"
"566","Proseware Projector 720p DLP56 Silver","Proseware","Projectors & Screens","Computers","14","31","30969.00","14241.40","16727.60","0.5401"
"567","Proseware Projector 480p LCD12 Silver","Proseware","Projectors & Screens","Computers","5","19","4351.00","2218.25","2132.75","0.4902"
"568","Proseware Projector 480p DLP12 Silver","Proseware","Projectors & Screens","Computers","14","48","23952.00","12211.20","11740.80","0.4902"
"569","Proseware Screen 125in X1609 Silver","Proseware","Projectors & Screens","Computers","14","32","14688.00","4866.56","9821.44","0.6687"
"570","Proseware Screen 113in X1609 Silver","Proseware","Projectors & Screens","Computers","9","39","11661.00","3863.34","7797.66","0.6687"
"571","Proseware Screen 106in M1609 Silver","Proseware","Projectors & Screens","Computers","12","41","10291.00","4732.63","5558.37","0.5401"
"572","Proseware Screen 100in M1609 Silver","Proseware","Projectors & Screens","Computers","16","66","12540.00","5766.42","6773.58","0.5402"
"573","Proseware Screen 85in E1010 Silver","Proseware","Projectors & Screens","Computers","18","57","7923.00","4039.59","3883.41","0.4901"
"574","Proseware Screen 80in E1010 Silver","Proseware","Projectors & Screens","Computers","12","29","3161.00","1611.53","1549.47","0.4902"
"575","Contoso Projector 1080p X980 Black","Contoso","Projectors & Screens","Computers","9","28","64260.00","21290.64","42969.36","0.6687"
"576","Contoso Projector 1080p X981 Black","Contoso","Projectors & Screens","Computers","13","57","142443.00","47194.29","95248.71","0.6687"
"577","Contoso Projector 720p M620 Black","Contoso","Projectors & Screens","Computers","13","36","25164.00","11571.84","13592.16","0.5401"
"578","Contoso Projector 720p M621 Black","Contoso","Projectors & Screens","Computers","17","54","53946.00","24807.60","29138.40","0.5401"
"579","Contoso Projector 480p M480 Black","Contoso","Projectors & Screens","Computers","14","39","8931.00","4553.25","4377.75","0.4902"
"580","Contoso Projector 480p M481 Black","Contoso","Projectors & Screens","Computers","19","44","21956.00","11193.60","10762.40","0.4902"
"581","Contoso Screen 125in M250 Black","Contoso","Projectors & Screens","Computers","15","42","19278.00","6387.36","12890.64","0.6687"
"582","Contoso Screen 113in M251 Black","Contoso","Projectors & Screens","Computers","9","25","7475.00","3437.50","4037.50","0.5401"
"583","Contoso Screen 106in M060 Black","Contoso","Projectors & Screens","Computers","16","48","12048.00","3991.68","8056.32","0.6687"
"584","Contoso Screen 100in E010 Black","Contoso","Projectors & Screens","Computers","16","47","8930.00","2958.65","5971.35","0.6687"
"585","Contoso Screen 85in E085 Black","Contoso","Projectors & Screens","Computers","19","47","6533.00","3330.89","3202.11","0.4901"
"586","Contoso Screen 80in E080 Black","Contoso","Projectors & Screens","Computers","13","39","4251.00","2167.23","2083.77","0.4902"
"587","Contoso Projector 1080p X980 White","Contoso","Projectors & Screens","Computers","20","60","137700.00","45622.80","92077.20","0.6687"
"588","Contoso Projector 1080p X981 White","Contoso","Projectors & Screens","Computers","9","32","79968.00","26495.04","53472.96","0.6687"
"589","Contoso Projector 720p M620 White","Contoso","Projectors & Screens","Computers","16","42","29358.00","13500.48","15857.52","0.5401"
"590","Contoso Projector 720p M621 White","Contoso","Projectors & Screens","Computers","14","35","34965.00","16079.00","18886.00","0.5401"
"591","Contoso Projector 480p M480 White","Contoso","Projectors & Screens","Computers","18","53","12137.00","6187.75","5949.25","0.4902"
"592","Contoso Projector 480p M481 White","Contoso","Projectors & Screens","Computers","13","46","22954.00","11702.40","11251.60","0.4902"
"593","Contoso Screen 125in M250 White","Contoso","Projectors & Screens","Computers","19","63","28917.00","9581.04","19335.96","0.6687"
"594","Contoso Screen 113in M251 White","Contoso","Projectors & Screens","Computers","14","50","14950.00","6875.00","8075.00","0.5401"
"595","Contoso Screen 106in M060 White","Contoso","Projectors & Screens","Computers","8","33","8283.00","2744.28","5538.72","0.6687"
"596","Contoso Screen 100in E010 White","Contoso","Projectors & Screens","Computers","15","45","8550.00","2832.75","5717.25","0.6687"
"597","Contoso Screen 85in E085 White","Contoso","Projectors & Screens","Computers","13","44","6116.00","3118.28","2997.72","0.4901"
"598","Contoso Screen 80in E080 White","Contoso","Projectors & Screens","Computers","13","42","4578.00","2333.94","2244.06","0.4902"
"599","Contoso Projector 1080p X980 Silver","Contoso","Projectors & Screens","Computers","16","60","137700.00","45622.80","92077.20","0.6687"
"600","Contoso Projector 1080p X981 Silver","Contoso","Projectors & Screens","Computers","15","56","139944.00","46366.32","93577.68","0.6687"
"601","Contoso Projector 720p M620 Silver","Contoso","Projectors & Screens","Computers","10","19","13281.00","6107.36","7173.64","0.5401"
"602","Contoso Projector 720p M621 Silver","Contoso","Projectors & Screens","Computers","18","52","51948.00","23888.80","28059.20","0.5401"
"603","Contoso Projector 480p M480 Silver","Contoso","Projectors & Screens","Computers","20","65","14885.00","7588.75","7296.25","0.4902"
"604","Contoso Projector 480p M481 Silver","Contoso","Projectors & Screens","Computers","9","21","10479.00","5342.40","5136.60","0.4902"
"605","Contoso Screen 125in M250 Silver","Contoso","Projectors & Screens","Computers","12","46","21114.00","6995.68","14118.32","0.6687"
"606","Contoso Screen 113in M251 Silver","Contoso","Projectors & Screens","Computers","11","32","9568.00","4400.00","5168.00","0.5401"
"607","Contoso Screen 106in M060 Silver","Contoso","Projectors & Screens","Computers","12","38","9538.00","3160.08","6377.92","0.6687"
"608","Contoso Screen 100in E010 Silver","Contoso","Projectors & Screens","Computers","28","109","20710.00","6861.55","13848.45","0.6687"
"609","Contoso Screen 85in E085 Silver","Contoso","Projectors & Screens","Computers","10","40","5560.00","2834.80","2725.20","0.4901"
"610","Contoso Screen 80in E080 Silver","Contoso","Projectors & Screens","Computers","14","41","4469.00","2278.37","2190.63","0.4902"
"611","WWI Projector 1080p LCD86 Black","Wide World Importers","Projectors & Screens","Computers","18","59","135405.00","44862.42","90542.58","0.6687"
"612","WWI Projector 1080p DLP86 Black","Wide World Importers","Projectors & Screens","Computers","17","57","142443.00","47194.29","95248.71","0.6687"
"613","WWI Projector 720p LCD56 Black","Wide World Importers","Projectors & Screens","Computers","10","46","32154.00","14786.24","17367.76","0.5401"
"614","WWI Projector 720p DLP56 Black","Wide World Importers","Projectors & Screens","Computers","12","37","36963.00","16997.80","19965.20","0.5401"
"615","WWI Projector 480p LCD12 Black","Wide World Importers","Projectors & Screens","Computers","11","37","8473.00","4319.75","4153.25","0.4902"
"616","WWI Projector 480p DLP12 Black","Wide World Importers","Projectors & Screens","Computers","19","61","30439.00","15518.40","14920.60","0.4902"
"617","WWI Screen 125in M1611 Black","Wide World Importers","Projectors & Screens","Computers","14","64","29376.00","9733.12","19642.88","0.6687"
"618","WWI Screen 113in M1610 Black","Wide World Importers","Projectors & Screens","Computers","19","69","20631.00","6835.14","13795.86","0.6687"
"619","WWI Screen 106in M1609 Black","Wide World Importers","Projectors & Screens","Computers","14","51","12801.00","5886.93","6914.07","0.5401"
"620","WWI Screen 100in M1609 Black","Wide World Importers","Projectors & Screens","Computers","12","54","10260.00","4717.98","5542.02","0.5402"
"621","WWI Screen 85in E1010 Black","Wide World Importers","Projectors & Screens","Computers","17","52","7228.00","3685.24","3542.76","0.4901"
"622","WWI Projector 1080p LCD86 White","Wide World Importers","Projectors & Screens","Computers","18","56","128520.00","42581.28","85938.72","0.6687"
"623","WWI Projector 1080p DLP86 White","Wide World Importers","Projectors & Screens","Computers","13","59","147441.00","48850.23","98590.77","0.6687"
"624","WWI Projector 720p LCD56 White","Wide World Importers","Projectors & Screens","Computers","13","34","23766.00","10928.96","12837.04","0.5401"
"625","WWI Projector 720p DLP56 White","Wide World Importers","Projectors & Screens","Computers","15","37","36963.00","16997.80","19965.20","0.5401"
"626","WWI Projector 480p LCD12 White","Wide World Importers","Projectors & Screens","Computers","11","33","7557.00","3852.75","3704.25","0.4902"
"627","WWI Projector 480p DLP12 White","Wide World Importers","Projectors & Screens","Computers","9","26","12974.00","6614.40","6359.60","0.4902"
"628","WWI Screen 125in M1611 White","Wide World Importers","Projectors & Screens","Computers","16","42","19278.00","6387.36","12890.64","0.6687"
"629","WWI Screen 113in M1610 White","Wide World Importers","Projectors & Screens","Computers","9","30","8970.00","2971.80","5998.20","0.6687"
"630","WWI Screen 106in M1609 White","Wide World Importers","Projectors & Screens","Computers","19","52","13052.00","6002.36","7049.64","0.5401"
"631","WWI Screen 100in M1609 White","Wide World Importers","Projectors & Screens","Computers","18","47","8930.00","4106.39","4823.61","0.5402"
"632","WWI Screen 85in E1010 White","Wide World Importers","Projectors & Screens","Computers","22","57","7923.00","4039.59","3883.41","0.4901"
"633","WWI Projector 1080p LCD86 Silver","Wide World Importers","Projectors & Screens","Computers","15","58","133110.00","44102.04","89007.96","0.6687"
"634","WWI Projector 1080p DLP86 Silver","Wide World Importers","Projectors & Screens","Computers","16","54","134946.00","44710.38","90235.62","0.6687"
"635","WWI Projector 720p LCD56 Silver","Wide World Importers","Projectors & Screens","Computers","19","54","37746.00","17357.76","20388.24","0.5401"
"636","WWI Projector 720p DLP56 Silver","Wide World Importers","Projectors & Screens","Computers","18","52","51948.00","23888.80","28059.20","0.5401"
"637","WWI Projector 480p LCD12 Silver","Wide World Importers","Projectors & Screens","Computers","13","35","8015.00","4086.25","3928.75","0.4902"
"638","WWI Projector 480p DLP12 Silver","Wide World Importers","Projectors & Screens","Computers","15","45","22455.00","11448.00","11007.00","0.4902"
"639","WWI Screen 125in M1611 Silver","Wide World Importers","Projectors & Screens","Computers","15","57","26163.00","8668.56","17494.44","0.6687"
"640","WWI Screen 113in M1610 Silver","Wide World Importers","Projectors & Screens","Computers","12","43","12857.00","4259.58","8597.42","0.6687"
"641","WWI Screen 106in M1609 Silver","Wide World Importers","Projectors & Screens","Computers","14","38","9538.00","4386.34","5151.66","0.5401"
"642","Proseware Photo Ink Jet Printer M100 Black","Proseware","Printers, Scanners & Fax","Computers","9","35","5565.00","2559.20","3005.80","0.5401"
"643","Proseware Ink Jet All in one M300 Black","Proseware","Printers, Scanners & Fax","Computers","12","43","7267.00","3341.96","3925.04","0.5401"
"644","Proseware Laser Jet Printer E100 Black","Proseware","Printers, Scanners & Fax","Computers","16","65","5135.00","2618.20","2516.80","0.4901"
"645","Proseware Laser Jet Color Printer X300 Black","Proseware","Printers, Scanners & Fax","Computers","16","57","11913.00","3947.25","7965.75","0.6687"
"646","Proseware Laser Jet All in one X300 Black","Proseware","Printers, Scanners & Fax","Computers","12","31","6789.00","2249.36","4539.64","0.6687"
"647","Proseware Fax phone E100 Black","Proseware","Printers, Scanners & Fax","Computers","18","46","4002.00","2040.56","1961.44","0.4901"
"648","Proseware Fax Machine E100 Black","Proseware","Printers, Scanners & Fax","Computers","19","50","3950.00","2014.00","1936.00","0.4901"
"649","Proseware Laser Fax Printer E100 Black","Proseware","Printers, Scanners & Fax","Computers","14","42","3822.00","1948.38","1873.62","0.4902"
"650","Proseware Ink Jet Fax Machine E100 Black","Proseware","Printers, Scanners & Fax","Computers","15","42","3276.00","1670.34","1605.66","0.4901"
"651","Proseware Mobile Receipt and Document Scanner M200 Black","Proseware","Printers, Scanners & Fax","Computers","14","48","5568.00","2560.32","3007.68","0.5402"
"652","Proseware Scan Jet Digital Flat Bed Scanner M300 Black","Proseware","Printers, Scanners & Fax","Computers","11","32","3872.00","1780.48","2091.52","0.5402"
"653","Proseware All-In-One Photo Printer M200 Black","Proseware","Printers, Scanners & Fax","Computers","12","33","4488.00","2063.82","2424.18","0.5401"
"654","Proseware Ink Jet Wireless All-In-One Printer M400 Black","Proseware","Printers, Scanners & Fax","Computers","20","57","7353.00","3381.24","3971.76","0.5402"
"655","Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black","Proseware","Printers, Scanners & Fax","Computers","15","57","9120.00","4194.06","4925.94","0.5401"
"656","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black","Proseware","Printers, Scanners & Fax","Computers","19","63","9954.00","4577.58","5376.42","0.5401"
"657","Proseware Duplex Scanner M200 Black","Proseware","Printers, Scanners & Fax","Computers","12","49","7301.00","3357.48","3943.52","0.5401"
"658","Proseware High Speed Laser M2000 Black","Proseware","Printers, Scanners & Fax","Computers","10","33","6897.00","2285.25","4611.75","0.6687"
"659","Proseware Laser Fax Printer M250 Black","Proseware","Printers, Scanners & Fax","Computers","18","51","6018.00","2767.26","3250.74","0.5402"
"660","Proseware Color Ink Jet Fax, Copier, Phone M250 Black","Proseware","Printers, Scanners & Fax","Computers","13","37","5883.00","2705.44","3177.56","0.5401"
"661","Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black","Proseware","Printers, Scanners & Fax","Computers","19","74","16872.00","5589.96","11282.04","0.6687"
"662","Proseware Slim-Design Fax Machine with Answering System X180 Black","Proseware","Printers, Scanners & Fax","Computers","19","74","17464.00","5786.06","11677.94","0.6687"
"663","Proseware High-Performance Business-Class Laser Fax X200 Black","Proseware","Printers, Scanners & Fax","Computers","10","33","8184.00","2711.61","5472.39","0.6687"
"664","Proseware Professional Quality Plain-Paper Fax and Copier X100 Black","Proseware","Printers, Scanners & Fax","Computers","14","50","11450.00","3793.50","7656.50","0.6687"
"665","Proseware Photo Inkjet Printer E290 Black","Proseware","Printers, Scanners & Fax","Computers","11","42","4284.00","2184.00","2100.00","0.4902"
"666","Proseware Office Jet All-in-One Printer M500 Black","Proseware","Printers, Scanners & Fax","Computers","17","44","7172.00","3298.24","3873.76","0.5401"
"667","Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black","Proseware","Printers, Scanners & Fax","Computers","18","67","12730.00","5853.79","6876.21","0.5402"
"668","Proseware Photo smart All-in-One Printer M380 Black","Proseware","Printers, Scanners & Fax","Computers","15","56","8232.00","3785.60","4446.40","0.5401"
"669","Proseware Wireless Photo All-in-One Printer M390 Black","Proseware","Printers, Scanners & Fax","Computers","16","35","6580.00","3025.75","3554.25","0.5402"
"670","Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black","Proseware","Printers, Scanners & Fax","Computers","9","34","6664.00","3064.42","3599.58","0.5402"
"671","Proseware Photo Inkjet Printer M100 Grey","Proseware","Printers, Scanners & Fax","Computers","13","42","6678.00","3071.04","3606.96","0.5401"
"672","Proseware Ink Jet All in one M300 Grey","Proseware","Printers, Scanners & Fax","Computers","12","33","5577.00","2564.76","3012.24","0.5401"
"673","Proseware Laser Jet Printer E100 Grey","Proseware","Printers, Scanners & Fax","Computers","10","26","2054.00","1047.28","1006.72","0.4901"
"674","Proseware Laser Jet Color Printer X300 Grey","Proseware","Printers, Scanners & Fax","Computers","8","35","7315.00","2423.75","4891.25","0.6687"
"675","Proseware Laser Jet All in one X300 Grey","Proseware","Printers, Scanners & Fax","Computers","18","56","12264.00","4063.36","8200.64","0.6687"
"676","Proseware Fax phone E100 Grey","Proseware","Printers, Scanners & Fax","Computers","10","17","1479.00","754.12","724.88","0.4901"
"677","Proseware Fax Machine E100 Grey","Proseware","Printers, Scanners & Fax","Computers","16","65","5135.00","2618.20","2516.80","0.4901"
"678","Proseware Laser Fax Printer E100 Grey","Proseware","Printers, Scanners & Fax","Computers","13","50","4550.00","2319.50","2230.50","0.4902"
"679","Proseware Ink Jet Fax Machine E100 Grey","Proseware","Printers, Scanners & Fax","Computers","7","26","2028.00","1034.02","993.98","0.4901"
"680","Proseware Mobile Receipt and Document Scanner M200 Grey","Proseware","Printers, Scanners & Fax","Computers","21","67","7772.00","3573.78","4198.22","0.5402"
"681","Proseware Scan Jet Digital Flat Bed Scanner M300 Grey","Proseware","Printers, Scanners & Fax","Computers","21","59","7139.00","3282.76","3856.24","0.5402"
"682","Proseware All-In-One Photo Printer M200 Grey","Proseware","Printers, Scanners & Fax","Computers","9","28","3808.00","1751.12","2056.88","0.5401"
"683","Proseware Ink Jet Wireless All-In-One Printer M400 Grey","Proseware","Printers, Scanners & Fax","Computers","20","80","10320.00","4745.60","5574.40","0.5402"
"684","Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey","Proseware","Printers, Scanners & Fax","Computers","6","16","2560.00","1177.28","1382.72","0.5401"
"685","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey","Proseware","Printers, Scanners & Fax","Computers","12","23","3634.00","1671.18","1962.82","0.5401"
"686","Proseware Duplex Scanner M200 Grey","Proseware","Printers, Scanners & Fax","Computers","16","37","5513.00","2535.24","2977.76","0.5401"
"687","Proseware High Speed Laser Fax M2000 Grey","Proseware","Printers, Scanners & Fax","Computers","14","47","9823.00","3254.75","6568.25","0.6687"
"688","Proseware Laser Fax Printer M250 Grey","Proseware","Printers, Scanners & Fax","Computers","18","47","5546.00","2550.22","2995.78","0.5402"
"689","Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware","Printers, Scanners & Fax","Computers","10","26","4134.00","1901.12","2232.88","0.5401"
"690","Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey","Proseware","Printers, Scanners & Fax","Computers","9","30","6840.00","2266.20","4573.80","0.6687"
"691","Proseware Slim-Design Fax Machine with Answering System X180 Grey","Proseware","Printers, Scanners & Fax","Computers","21","64","15104.00","5004.16","10099.84","0.6687"
"692","Proseware High-Performance Business-Class Laser Fax X200 Grey","Proseware","Printers, Scanners & Fax","Computers","17","48","11904.00","3944.16","7959.84","0.6687"
